Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price,dataset
Jet Airways,2019-03-27,Delhi,Cochin,DEL → BOM → COK,2022-01-05 19:15:00,2022-03-28 04:25:00,9h 10m,1 stop,In-flight meal not included,6540.0,train
IndiGo,2019-05-27,Banglore,Delhi,BLR → DEL,2022-01-05 01:30:00,2022-01-05 04:15:00,2h 45m,non-stop,No info,3419.0,train
Jet Airways,2019-03-04,Delhi,Cochin,DEL → BOM → COK,2022-01-05 14:00:00,2022-04-04 12:35:00,22h 35m,1 stop,In-flight meal not included,5177.0,train
Air India,2019-04-18,Delhi,Cochin,DEL → COK,2022-01-05 18:05:00,2022-01-05 21:10:00,3h 5m,non-stop,No info,8246.0,train
Jet Airways,2019-09-06,Kolkata,Banglore,CCU → DEL → BLR,2022-01-05 09:35:00,2022-01-05 21:05:00,11h 30m,1 stop,No info,14676.0,train
Multiple carriers,2019-06-27,Delhi,Cochin,DEL → BOM → COK,2022-01-05 11:30:00,2022-01-05 21:00:00,9h 30m,1 stop,No info,13587.0,train
Jet Airways,2019-06-05,Kolkata,Banglore,CCU → BOM → BLR,2022-01-05 21:10:00,2022-05-07 09:20:00,12h 10m,1 stop,In-flight meal not included,9663.0,train
Jet Airways,2019-12-06,Kolkata,Banglore,CCU → BOM → BLR,2022-01-05 16:30:00,2022-06-13 10:05:00,17h 35m,1 stop,No info,13044.0,train
IndiGo,2019-03-04,Delhi,Cochin,DEL → BOM → COK,2022-01-05 20:25:00,2022-04-04 01:30:00,5h 5m,1 stop,No info,5073.0,train
Vistara,2019-05-21,Kolkata,Banglore,CCU → DEL → BLR,2022-01-05 17:00:00,2022-05-22 18:50:00,25h 50m,1 stop,No info,9345.0,train
Jet Airways,2019-06-05,Kolkata,Banglore,CCU → BOM → BLR,2022-01-05 14:05:00,2022-05-07 10:05:00,20h,1 stop,In-flight meal not included,9663.0,train
Multiple carriers,2019-05-21,Delhi,Cochin,DEL → BOM → COK,2022-01-05 08:00:00,2022-01-05 21:00:00,13h,1 stop,No info,14277.0,train
Jet Airways,2019-01-06,Delhi,Cochin,DEL → BOM → COK,2022-01-05 10:00:00,2022-06-02 04:25:00,18h 25m,1 stop,In-flight meal not included,10262.0,train
Jet Airways,2019-03-27,Mumbai,Hyderabad,BOM → HYD,2022-01-05 19:35:00,2022-01-05 21:05:00,1h 30m,non-stop,No info,5678.0,train
Multiple carriers,2019-05-15,Delhi,Cochin,DEL → BOM → COK,2022-01-05 16:00:00,2022-05-16 01:30:00,9h 30m,1 stop,No info,13727.0,train
Jet Airways,2019-06-05,Kolkata,Banglore,CCU → BOM → BLR,2022-01-05 20:00:00,2022-05-07 12:00:00,16h,1 stop,In-flight meal not included,9663.0,train
IndiGo,2019-12-05,Chennai,Kolkata,MAA → CCU,2022-01-05 14:45:00,2022-01-05 17:05:00,2h 20m,non-stop,No info,3858.0,train
SpiceJet,2019-06-24,Delhi,Cochin,DEL → PNQ → COK,2022-01-05 08:45:00,2022-01-05 13:15:00,4h 30m,1 stop,No info,4812.0,train
IndiGo,2019-06-27,Delhi,Cochin,DEL → LKO → COK,2022-01-05 21:50:00,2022-06-28 03:35:00,5h 45m,1 stop,No info,5775.0,train
Jet Airways,2019-06-06,Kolkata,Banglore,CCU → DEL → BLR,2022-01-05 09:35:00,2022-06-07 09:45:00,24h 10m,1 stop,In-flight meal not included,10539.0,train
IndiGo,2019-03-06,Kolkata,Banglore,CCU → BLR,2022-01-05 15:30:00,2022-01-05 18:05:00,2h 35m,non-stop,No info,4804.0,train
Air Asia,2019-12-06,Banglore,Delhi,BLR → DEL,2022-01-05 11:10:00,2022-01-05 13:55:00,2h 45m,non-stop,No info,3383.0,train
IndiGo,2019-03-03,Banglore,New Delhi,BLR → HYD → DEL,2022-01-05 12:10:00,2022-01-05 17:05:00,4h 55m,1 stop,No info,8738.0,train
Air India,2019-03-27,Delhi,Cochin,DEL → TRV → COK,2022-01-05 05:15:00,2022-03-28 06:50:00,25h 35m,1 stop,No info,7165.0,train
IndiGo,2019-06-24,Delhi,Cochin,DEL → HYD → COK,2022-01-05 16:10:00,2022-01-05 22:30:00,6h 20m,1 stop,No info,6412.0,train
Jet Airways,2019-06-27,Banglore,Delhi,BLR → DEL,2022-01-05 18:55:00,2022-01-05 22:00:00,3h 5m,non-stop,No info,8016.0,train
Jet Airways,2019-12-03,Banglore,New Delhi,BLR → BOM → DEL,2022-01-05 20:35:00,2022-03-13 15:15:00,18h 40m,1 stop,In-flight meal not included,11087.0,train
SpiceJet,2019-06-27,Chennai,Kolkata,MAA → CCU,2022-01-05 09:45:00,2022-01-05 12:00:00,2h 15m,non-stop,No check-in baggage included,3543.0,train
Jet Airways,2019-12-06,Kolkata,Banglore,CCU → BOM → BLR,2022-01-05 16:30:00,2022-06-13 04:40:00,12h 10m,1 stop,No info,12471.0,train
Jet Airways,2019-06-24,Delhi,Cochin,DEL → BOM → COK,2022-01-05 09:00:00,2022-06-25 04:25:00,19h 25m,1 stop,In-flight meal not included,10262.0,train
Air India,2019-03-18,Banglore,New Delhi,BLR → DEL,2022-01-05 13:20:00,2022-01-05 16:10:00,2h 50m,non-stop,No info,4441.0,train
Multiple carriers,2019-03-27,Delhi,Cochin,DEL → BOM → COK,2022-01-05 07:05:00,2022-01-05 15:30:00,8h 25m,1 stop,No info,12537.0,train
GoAir,2019-03-24,Kolkata,Banglore,CCU → BOM → BLR,2022-01-05 22:25:00,2022-03-25 07:40:00,9h 15m,1 stop,No info,10091.0,train
Air India,2019-03-06,Banglore,Delhi,BLR → DEL,2022-01-05 21:05:00,2022-01-05 23:55:00,2h 50m,non-stop,No info,6961.0,train
IndiGo,2019-04-24,Delhi,Cochin,DEL → COK,2022-01-05 05:35:00,2022-01-05 08:50:00,3h 15m,non-stop,No info,5013.0,train
Air India,2019-05-18,Delhi,Cochin,DEL → COK,2022-01-05 05:10:00,2022-01-05 08:00:00,2h 50m,non-stop,No info,6934.0,train
Multiple carriers,2019-03-06,Delhi,Cochin,DEL → BOM → COK,2022-01-05 06:40:00,2022-01-05 19:00:00,12h 20m,1 stop,No info,10877.0,train
Jet Airways,2019-04-18,Banglore,Delhi,BLR → DEL,2022-01-05 15:15:00,2022-01-05 18:10:00,2h 55m,non-stop,No info,7229.0,train
IndiGo,2019-03-27,Delhi,Cochin,DEL → BOM → COK,2022-01-05 16:00:00,2022-03-28 01:35:00,9h 35m,1 stop,No info,7048.0,train
Vistara,2019-06-27,Banglore,Delhi,BLR → DEL,2022-01-05 17:00:00,2022-01-05 19:35:00,2h 35m,non-stop,No info,4878.0,train
Jet Airways,2019-05-21,Kolkata,Banglore,CCU → BOM → BLR,2022-01-05 14:05:00,2022-01-05 23:35:00,9h 30m,1 stop,In-flight meal not included,10844.0,train
Jet Airways,2019-05-18,Delhi,Cochin,DEL → AMD → BOM → COK,2022-01-05 23:05:00,2022-05-20 04:25:00,29h 20m,2 stops,No info,15129.0,train
IndiGo,2019-12-05,Banglore,Delhi,BLR → DEL,2022-01-05 00:30:00,2022-01-05 03:25:00,2h 55m,non-stop,No info,3943.0,train
SpiceJet,2019-06-06,Delhi,Cochin,DEL → MAA → COK,2022-01-05 06:05:00,2022-01-05 11:20:00,5h 15m,1 stop,No info,5583.0,train
Multiple carriers,2019-06-06,Delhi,Cochin,DEL → HYD → COK,2022-01-05 07:05:00,2022-01-05 16:10:00,9h 5m,1 stop,No info,9646.0,train
Multiple carriers,2019-03-06,Delhi,Cochin,DEL → BOM → COK,2022-01-05 08:30:00,2022-01-05 19:15:00,10h 45m,1 stop,No info,7677.0,train
IndiGo,2019-01-06,Delhi,Cochin,DEL → BLR → COK,2022-01-05 05:10:00,2022-01-05 10:05:00,4h 55m,1 stop,No info,6842.0,train
Jet Airways,2019-06-24,Mumbai,Hyderabad,BOM → HYD,2022-01-05 08:45:00,2022-01-05 10:15:00,1h 30m,non-stop,In-flight meal not included,4995.0,train
Vistara,2019-09-06,Kolkata,Banglore,CCU → DEL → BLR,2022-01-05 07:10:00,2022-01-05 18:50:00,11h 40m,1 stop,No info,9555.0,train
IndiGo,2019-01-06,Banglore,Delhi,BLR → DEL,2022-01-05 01:30:00,2022-01-05 04:15:00,2h 45m,non-stop,No info,4077.0,train
Jet Airways,2019-12-05,Banglore,Delhi,BLR → DEL,2022-01-05 15:15:00,2022-01-05 18:10:00,2h 55m,non-stop,No info,7229.0,train
Multiple carriers,2019-09-06,Delhi,Cochin,DEL → BOM → COK,2022-01-05 09:00:00,2022-01-05 19:00:00,10h,1 stop,No info,12192.0,train
Air India,2019-12-04,Banglore,Delhi,BLR → DEL,2022-01-05 10:00:00,2022-01-05 12:45:00,2h 45m,non-stop,No info,5911.0,train
Air India,2019-12-06,Delhi,Cochin,DEL → BOM → COK,2022-01-05 09:00:00,2022-01-05 19:15:00,10h 15m,1 stop,No info,8372.0,train
Jet Airways,2019-03-18,Mumbai,Hyderabad,BOM → HYD,2022-01-05 07:10:00,2022-01-05 08:35:00,1h 25m,non-stop,In-flight meal not included,4995.0,train
Multiple carriers,2019-09-05,Delhi,Cochin,DEL → BOM → COK,2022-01-05 10:00:00,2022-01-05 19:15:00,9h 15m,1 stop,No info,14323.0,train
Jet Airways,2019-09-06,Delhi,Cochin,DEL → JAI → BOM → COK,2022-01-05 05:30:00,2022-06-10 04:25:00,22h 55m,2 stops,No info,13014.0,train
Air India,2019-06-06,Delhi,Cochin,DEL → CCU → BOM → COK,2022-01-05 14:25:00,2022-06-07 19:15:00,28h 50m,2 stops,No info,13591.0,train
Jet Airways,2019-03-03,Delhi,Cochin,DEL → IDR → BOM → COK,2022-01-05 05:25:00,2022-03-04 18:50:00,37h 25m,2 stops,No info,18799.0,train
IndiGo,2019-04-27,Banglore,Delhi,BLR → DEL,2022-01-05 23:30:00,2022-04-28 02:20:00,2h 50m,non-stop,No info,3943.0,train
SpiceJet,2019-05-21,Mumbai,Hyderabad,BOM → HYD,2022-01-05 05:45:00,2022-01-05 07:15:00,1h 30m,non-stop,No check-in baggage included,1965.0,train
Jet Airways,2019-05-27,Mumbai,Hyderabad,BOM → HYD,2022-01-05 10:20:00,2022-01-05 11:50:00,1h 30m,non-stop,In-flight meal not included,4995.0,train
Air India,2019-03-24,Kolkata,Banglore,CCU → BOM → BLR,2022-01-05 16:50:00,2022-03-25 18:30:00,25h 40m,1 stop,No info,14641.0,train
Air India,2019-12-04,Kolkata,Banglore,CCU → BLR,2022-01-05 20:45:00,2022-01-05 23:20:00,2h 35m,non-stop,No info,4460.0,train
Air India,2019-05-18,Delhi,Cochin,DEL → BOM → COK,2022-01-05 13:00:00,2022-01-05 19:15:00,6h 15m,1 stop,No info,10191.0,train
Jet Airways,2019-09-03,Delhi,Cochin,DEL → BOM → COK,2022-01-05 02:15:00,2022-01-05 19:45:00,17h 30m,1 stop,In-flight meal not included,13843.0,train
IndiGo,2019-01-05,Delhi,Cochin,DEL → LKO → COK,2022-01-05 21:50:00,2022-05-02 03:35:00,5h 45m,1 stop,No info,6349.0,train
Air Asia,2019-01-05,Kolkata,Banglore,CCU → BLR,2022-01-05 10:20:00,2022-01-05 12:55:00,2h 35m,non-stop,No info,4409.0,train
Jet Airways,2019-06-03,Delhi,Cochin,DEL → BOM → COK,2022-01-05 18:15:00,2022-03-07 19:45:00,25h 30m,1 stop,No info,17024.0,train
Multiple carriers,2019-05-18,Delhi,Cochin,DEL → BOM → COK,2022-01-05 07:05:00,2022-01-05 21:00:00,13h 55m,1 stop,No info,13727.0,train
IndiGo,2019-03-15,Banglore,New Delhi,BLR → DEL,2022-01-05 18:25:00,2022-01-05 21:20:00,2h 55m,non-stop,No info,8855.0,train
Multiple carriers,2019-06-24,Delhi,Cochin,DEL → BOM → COK,2022-01-05 08:45:00,2022-01-05 19:00:00,10h 15m,1 stop,No info,12524.0,train
Jet Airways,2019-03-18,Banglore,New Delhi,BLR → BOM → DEL,2022-01-05 11:40:00,2022-01-05 20:20:00,8h 40m,1 stop,No info,13555.0,train
Jet Airways,2019-06-06,Kolkata,Banglore,CCU → BOM → BLR,2022-01-05 06:30:00,2022-01-05 12:00:00,5h 30m,1 stop,In-flight meal not included,10844.0,train
Multiple carriers,2019-09-06,Delhi,Cochin,DEL → BOM → COK,2022-01-05 09:00:00,2022-01-05 21:00:00,12h,1 stop,No info,13587.0,train
SpiceJet,2019-12-06,Chennai,Kolkata,MAA → CCU,2022-01-05 09:45:00,2022-01-05 12:00:00,2h 15m,non-stop,No check-in baggage included,3543.0,train
Vistara,2019-03-18,Chennai,Kolkata,MAA → CCU,2022-01-05 07:05:00,2022-01-05 09:20:00,2h 15m,non-stop,No info,4842.0,train
IndiGo,2019-04-24,Banglore,Delhi,BLR → DEL,2022-01-05 23:30:00,2022-04-25 02:20:00,2h 50m,non-stop,No info,3943.0,train
Jet Airways,2019-09-06,Delhi,Cochin,DEL → BOM → COK,2022-01-05 19:15:00,2022-06-10 04:25:00,9h 10m,1 stop,In-flight meal not included,10577.0,train
IndiGo,2019-05-15,Delhi,Cochin,DEL → BOM → COK,2022-01-05 10:35:00,2022-01-05 21:00:00,10h 25m,1 stop,No info,6979.0,train
Vistara,2019-06-27,Chennai,Kolkata,MAA → CCU,2022-01-05 17:45:00,2022-01-05 20:05:00,2h 20m,non-stop,No info,11982.0,train
SpiceJet,2019-06-06,Delhi,Cochin,DEL → PNQ → COK,2022-01-05 08:45:00,2022-01-05 13:15:00,4h 30m,1 stop,No info,5264.0,train
Vistara,2019-03-03,Delhi,Cochin,DEL → COK,2022-01-05 06:00:00,2022-01-05 09:10:00,3h 10m,non-stop,No info,8001.0,train
Air India,2019-01-06,Delhi,Cochin,DEL → AMD → BOM → COK,2022-01-05 19:45:00,2022-06-02 19:15:00,23h 30m,2 stops,No info,10651.0,train
Jet Airways,2019-05-24,Kolkata,Banglore,CCU → BOM → BLR,2022-01-05 16:30:00,2022-05-25 19:50:00,27h 20m,1 stop,In-flight meal not included,10844.0,train
Multiple carriers,2019-03-27,Delhi,Cochin,DEL → HYD → COK,2022-01-05 09:45:00,2022-01-05 22:20:00,12h 35m,1 stop,No info,6601.0,train
Air India,2019-03-21,Delhi,Cochin,DEL → BOM → COK,2022-01-05 19:00:00,2022-03-22 19:15:00,24h 15m,1 stop,No info,6587.0,train
SpiceJet,2019-03-21,Mumbai,Hyderabad,BOM → HYD,2022-01-05 13:10:00,2022-01-05 14:30:00,1h 20m,non-stop,No info,3173.0,train
Air India,2019-09-05,Banglore,Delhi,BLR → DEL,2022-01-05 10:00:00,2022-01-05 12:45:00,2h 45m,non-stop,No info,5228.0,train
Jet Airways,2019-06-21,Banglore,Delhi,BLR → DEL,2022-01-05 07:10:00,2022-01-05 10:10:00,3h,non-stop,In-flight meal not included,5769.0,train
Jet Airways,2019-06-06,Delhi,Cochin,DEL → BOM → COK,2022-01-05 08:00:00,2022-01-05 19:00:00,11h,1 stop,No info,14714.0,train
Jet Airways,2019-03-06,Delhi,Cochin,DEL → JAI → BOM → COK,2022-01-05 05:30:00,2022-01-05 19:00:00,13h 30m,2 stops,No info,13014.0,train
IndiGo,2019-03-06,Banglore,Delhi,BLR → DEL,2022-01-05 22:10:00,2022-06-04 01:00:00,2h 50m,non-stop,No info,3359.0,train
GoAir,2019-03-03,Banglore,New Delhi,BLR → DEL,2022-01-05 20:55:00,2022-01-05 23:50:00,2h 55m,non-stop,No info,6722.0,train
IndiGo,2019-03-18,Kolkata,Banglore,CCU → BLR,2022-01-05 09:35:00,2022-01-05 12:20:00,2h 45m,non-stop,No info,4462.0,train
IndiGo,2019-09-03,Delhi,Cochin,DEL → HYD → COK,2022-01-05 04:55:00,2022-01-05 16:10:00,11h 15m,1 stop,No info,6171.0,train
Air India,2019-05-21,Kolkata,Banglore,CCU → IXR → DEL → BLR,2022-01-05 05:50:00,2022-01-05 20:25:00,14h 35m,2 stops,No info,12303.0,train
Multiple carriers,2019-03-21,Delhi,Cochin,DEL → BOM → COK,2022-01-05 11:40:00,2022-03-22 01:35:00,13h 55m,1 stop,No info,7695.0,train
IndiGo,2019-06-24,Delhi,Cochin,DEL → BOM → COK,2022-01-05 11:25:00,2022-06-25 01:30:00,14h 5m,1 stop,No info,5684.0,train
Air India,2019-12-06,Kolkata,Banglore,CCU → BOM → BLR,2022-01-05 16:50:00,2022-06-13 07:55:00,15h 5m,1 stop,No info,8366.0,train
Air India,2019-01-03,Chennai,Kolkata,MAA → CCU,2022-01-05 11:40:00,2022-01-05 13:55:00,2h 15m,non-stop,No info,19630.0,train
Jet Airways,2019-06-03,Banglore,New Delhi,BLR → BOM → DEL,2022-01-05 14:05:00,2022-03-07 05:05:00,15h,1 stop,In-flight meal not included,13502.0,train
Jet Airways,2019-01-05,Kolkata,Banglore,CCU → BOM → BLR,2022-01-05 21:10:00,2022-05-02 10:05:00,12h 55m,1 stop,No info,14781.0,train
Multiple carriers,2019-12-06,Delhi,Cochin,DEL → HYD → COK,2022-01-05 07:10:00,2022-01-05 16:10:00,9h,1 stop,No info,6513.0,train
Air India,2019-01-06,Delhi,Cochin,DEL → BOM → COK,2022-01-05 07:00:00,2022-01-05 19:15:00,12h 15m,1 stop,No info,9929.0,train
Multiple carriers,2019-06-06,Delhi,Cochin,DEL → IXU → BOM → COK,2022-01-05 17:50:00,2022-06-07 01:30:00,7h 40m,2 stops,No info,18275.0,train
Air India,2019-09-04,Delhi,Cochin,DEL → MAA → COK,2022-01-05 06:05:00,2022-04-10 09:25:00,27h 20m,1 stop,No info,4487.0,train
IndiGo,2019-03-15,Mumbai,Hyderabad,BOM → HYD,2022-01-05 21:20:00,2022-01-05 22:45:00,1h 25m,non-stop,No info,2754.0,train
Air India,2019-03-27,Mumbai,Hyderabad,BOM → HYD,2022-01-05 06:20:00,2022-01-05 07:40:00,1h 20m,non-stop,No info,2575.0,train
SpiceJet,2019-12-06,Kolkata,Banglore,CCU → IXB → BLR,2022-01-05 15:55:00,2022-01-05 21:25:00,5h 30m,1 stop,No info,8224.0,train
Air India,2019-09-03,Delhi,Cochin,DEL → BLR → COK,2022-01-05 20:30:00,2022-03-10 08:15:00,11h 45m,1 stop,No info,8991.0,train
IndiGo,2019-06-24,Delhi,Cochin,DEL → COK,2022-01-05 05:35:00,2022-01-05 08:50:00,3h 15m,non-stop,No info,5000.0,train
Jet Airways,2019-12-06,Kolkata,Banglore,CCU → BOM → BLR,2022-01-05 18:55:00,2022-06-13 19:50:00,24h 55m,1 stop,In-flight meal not included,8529.0,train
Air India,2019-03-03,Delhi,Cochin,DEL → MAA → COK,2022-01-05 06:05:00,2022-03-04 09:25:00,27h 20m,1 stop,No info,14042.0,train
Jet Airways,2019-05-24,Banglore,Delhi,BLR → DEL,2022-01-05 11:10:00,2022-01-05 14:05:00,2h 55m,non-stop,In-flight meal not included,4030.0,train
Jet Airways,2019-06-06,Kolkata,Banglore,CCU → BOM → BLR,2022-01-05 18:55:00,2022-06-07 12:00:00,17h 5m,1 stop,In-flight meal not included,10844.0,train
IndiGo,2019-06-05,Kolkata,Banglore,CCU → BLR,2022-01-05 21:25:00,2022-05-07 00:05:00,2h 40m,non-stop,No info,4804.0,train
Multiple carriers,2019-05-27,Delhi,Cochin,DEL → BOM → COK,2022-01-05 17:30:00,2022-05-28 01:30:00,8h,1 stop,In-flight meal not included,7308.0,train
IndiGo,2019-12-05,Banglore,Delhi,BLR → DEL,2022-01-05 16:55:00,2022-01-05 19:55:00,3h,non-stop,No info,4823.0,train
Jet Airways,2019-06-24,Delhi,Cochin,DEL → BOM → COK,2022-01-05 09:00:00,2022-06-25 12:35:00,27h 35m,1 stop,In-flight meal not included,10262.0,train
Jet Airways,2019-05-27,Delhi,Cochin,DEL → BOM → COK,2022-01-05 20:55:00,2022-05-28 04:25:00,7h 30m,1 stop,In-flight meal not included,12898.0,train
Air India,2019-12-03,Banglore,New Delhi,BLR → BOM → JDH → DEL,2022-01-05 17:25:00,2022-03-13 16:20:00,22h 55m,2 stops,No info,12778.0,train
IndiGo,2019-03-03,Delhi,Cochin,DEL → BOM → COK,2022-01-05 04:45:00,2022-01-05 13:20:00,8h 35m,1 stop,No info,14871.0,train
Air India,2019-03-21,Delhi,Cochin,DEL → UDR → BOM → COK,2022-01-05 13:20:00,2022-03-22 19:15:00,29h 55m,2 stops,No info,8708.0,train
Jet Airways,2019-06-06,Kolkata,Banglore,CCU → BOM → BLR,2022-01-05 20:00:00,2022-06-07 18:15:00,22h 15m,1 stop,In-flight meal not included,10844.0,train
SpiceJet,2019-06-03,Mumbai,Hyderabad,BOM → HYD,2022-01-05 05:45:00,2022-01-05 07:05:00,1h 20m,non-stop,No info,4129.0,train
IndiGo,2019-05-18,Kolkata,Banglore,CCU → BLR,2022-01-05 21:25:00,2022-05-19 00:05:00,2h 40m,non-stop,No info,4804.0,train
Jet Airways,2019-06-05,Banglore,Delhi,BLR → DEL,2022-01-05 08:20:00,2022-01-05 11:20:00,3h,non-stop,No info,7229.0,train
Jet Airways,2019-03-21,Banglore,New Delhi,BLR → BOM → DEL,2022-01-05 07:00:00,2022-01-05 19:10:00,12h 10m,1 stop,In-flight meal not included,7832.0,train
SpiceJet,2019-03-18,Chennai,Kolkata,MAA → CCU,2022-01-05 09:30:00,2022-01-05 12:05:00,2h 35m,non-stop,No info,3859.0,train
Multiple carriers,2019-06-06,Delhi,Cochin,DEL → BOM → COK,2022-01-05 07:30:00,2022-01-05 19:15:00,11h 45m,1 stop,No info,9001.0,train
Vistara,2019-09-05,Banglore,Delhi,BLR → DEL,2022-01-05 17:00:00,2022-01-05 19:35:00,2h 35m,non-stop,No info,4878.0,train
IndiGo,2019-03-05,Mumbai,Hyderabad,BOM → HYD,2022-01-05 02:35:00,2022-01-05 04:05:00,1h 30m,non-stop,No info,2754.0,train
Vistara,2019-06-27,Banglore,Delhi,BLR → DEL,2022-01-05 07:00:00,2022-01-05 09:40:00,2h 40m,non-stop,No info,4668.0,train
Air Asia,2019-12-05,Kolkata,Banglore,CCU → BLR,2022-01-05 10:20:00,2022-01-05 12:55:00,2h 35m,non-stop,No info,5216.0,train
Jet Airways,2019-06-06,Delhi,Cochin,DEL → JAI → BOM → COK,2022-01-05 05:30:00,2022-06-07 04:25:00,22h 55m,2 stops,In-flight meal not included,10368.0,train
IndiGo,2019-09-03,Delhi,Cochin,DEL → HYD → MAA → COK,2022-01-05 06:40:00,2022-01-05 21:20:00,14h 40m,2 stops,No info,8146.0,train
Jet Airways,2019-03-27,Delhi,Cochin,DEL → BOM → COK,2022-01-05 13:00:00,2022-03-28 04:25:00,15h 25m,1 stop,No info,12242.0,train
Jet Airways,2019-03-15,Banglore,New Delhi,BLR → BOM → DEL,2022-01-05 08:00:00,2022-01-05 15:15:00,7h 15m,1 stop,In-flight meal not included,9134.0,train
Air India,2019-06-06,Delhi,Cochin,DEL → HYD → MAA → COK,2022-01-05 13:15:00,2022-06-07 09:25:00,20h 10m,2 stops,No info,10939.0,train
Air India,2019-06-06,Delhi,Cochin,DEL → GOI → BOM → COK,2022-01-05 10:55:00,2022-06-07 07:40:00,20h 45m,2 stops,No info,11753.0,train
SpiceJet,2019-04-24,Kolkata,Banglore,CCU → BLR,2022-01-05 17:10:00,2022-01-05 19:40:00,2h 30m,non-stop,No info,4174.0,train
Jet Airways,2019-05-21,Kolkata,Banglore,CCU → BOM → BLR,2022-01-05 20:00:00,2022-05-22 19:50:00,23h 50m,1 stop,In-flight meal not included,10844.0,train
Jet Airways,2019-03-06,Delhi,Cochin,DEL → BOM → COK,2022-01-05 16:00:00,2022-06-04 19:00:00,27h,1 stop,No info,14714.0,train
Jet Airways,2019-12-06,Kolkata,Banglore,CCU → BOM → BLR,2022-01-05 06:30:00,2022-01-05 12:00:00,5h 30m,1 stop,In-flight meal not included,9899.0,train
IndiGo,2019-03-03,Delhi,Cochin,DEL → BOM → COK,2022-01-05 09:10:00,2022-01-05 21:00:00,11h 50m,1 stop,No info,14871.0,train
IndiGo,2019-06-03,Chennai,Kolkata,MAA → CCU,2022-01-05 13:20:00,2022-01-05 15:35:00,2h 15m,non-stop,No info,7295.0,train
Air India,2019-06-06,Delhi,Cochin,DEL → JAI → BOM → COK,2022-01-05 18:45:00,2022-06-07 19:15:00,24h 30m,2 stops,No info,13465.0,train
SpiceJet,2019-05-21,Chennai,Kolkata,MAA → CCU,2022-01-05 17:45:00,2022-01-05 20:05:00,2h 20m,non-stop,No check-in baggage included,3543.0,train
Multiple carriers,2019-06-27,Delhi,Cochin,DEL → BOM → COK,2022-01-05 19:00:00,2022-06-28 01:30:00,6h 30m,1 stop,No info,7198.0,train
Jet Airways,2019-01-06,Delhi,Cochin,DEL → BOM → COK,2022-01-05 08:00:00,2022-06-02 04:25:00,20h 25m,1 stop,In-flight meal not included,10262.0,train
IndiGo,2019-03-15,Kolkata,Banglore,CCU → BLR,2022-01-05 15:20:00,2022-01-05 17:55:00,2h 35m,non-stop,No info,4148.0,train
Jet Airways,2019-06-27,Banglore,Delhi,BLR → DEL,2022-01-05 15:15:00,2022-01-05 18:10:00,2h 55m,non-stop,No info,8016.0,train
Jet Airways,2019-09-06,Delhi,Cochin,DEL → BOM → COK,2022-01-05 22:50:00,2022-06-10 04:25:00,5h 35m,1 stop,In-flight meal not included,10262.0,train
SpiceJet,2019-06-15,Kolkata,Banglore,CCU → BLR,2022-01-05 14:55:00,2022-01-05 17:25:00,2h 30m,non-stop,No check-in baggage included,3841.0,train
Jet Airways,2019-12-03,Banglore,New Delhi,BLR → MAA → DEL,2022-01-05 09:45:00,2022-03-13 00:30:00,14h 45m,1 stop,No info,11507.0,train
Jet Airways,2019-01-05,Kolkata,Banglore,CCU → BOM → BLR,2022-01-05 08:25:00,2022-01-05 20:45:00,12h 20m,1 stop,No info,14781.0,train
Jet Airways,2019-05-27,Delhi,Cochin,DEL → BOM → COK,2022-01-05 17:30:00,2022-05-28 19:00:00,25h 30m,1 stop,No info,16079.0,train
Jet Airways,2019-05-27,Delhi,Cochin,DEL → BOM → COK,2022-01-05 22:50:00,2022-05-28 04:25:00,5h 35m,1 stop,In-flight meal not included,12898.0,train
Multiple carriers,2019-06-03,Delhi,Cochin,DEL → BOM → COK,2022-01-05 07:30:00,2022-01-05 19:15:00,11h 45m,1 stop,No info,15353.0,train
IndiGo,2019-03-24,Banglore,New Delhi,BLR → DEL,2022-01-05 18:25:00,2022-01-05 21:20:00,2h 55m,non-stop,No info,7303.0,train
SpiceJet,2019-03-24,Kolkata,Banglore,CCU → MAA → BLR,2022-01-05 15:05:00,2022-01-05 20:45:00,5h 40m,1 stop,No info,6197.0,train
Air India,2019-09-06,Kolkata,Banglore,CCU → BBI → BLR,2022-01-05 09:10:00,2022-01-05 13:15:00,4h 5m,1 stop,No info,8996.0,train
